poison_budget_K_pct,target_antecedent_freq_bucket,confidence_threshold,quorum_q,num_sources,compromised_source_fraction
2,medium(0.1-0.3),0.9,2,20,0.3
2,medium(0.1-0.3),0.9,3,5,0.1
2,medium(0.1-0.3),0.9,3,5,0.2
2,medium(0.1-0.3),0.9,3,5,0.3
2,medium(0.1-0.3),0.9,3,10,0.1
2,medium(0.1-0.3),0.9,3,10,0.2
2,medium(0.1-0.3),0.9,3,10,0.3
2,medium(0.1-0.3),0.9,3,20,0.1
2,medium(0.1-0.3),0.9,3,20,0.2
2,medium(0.1-0.3),0.9,3,20,0.3
2,medium(0.1-0.3),0.9,5,5,0.1
2,medium(0.1-0.3),0.9,5,5,0.2
2,medium(0.1-0.3),0.9,5,5,0.3
2,medium(0.1-0.3),0.9,5,10,0.1
2,medium(0.1-0.3),0.9,5,10,0.2
2,medium(0.1-0.3),0.9,5,10,0.3
2,medium(0.1-0.3),0.9,5,20,0.1
2,medium(0.1-0.3),0.9,5,20,0.2
2,medium(0.1-0.3),0.9,5,20,0.3
2,medium(0.1-0.3),0.95,2,5,0.1
2,medium(0.1-0.3),0.95,2,5,0.2
2,medium(0.1-0.3),0.95,2,5,0.3
2,medium(0.1-0.3),0.95,2,10,0.1
2,medium(0.1-0.3),0.95,2,10,0.2
2,medium(0.1-0.3),0.95,2,10,0.3
2,medium(0.1-0.3),0.95,2,20,0.1
2,medium(0.1-0.3),0.95,2,20,0.2
2,medium(0.1-0.3),0.95,2,20,0.3
2,medium(0.1-0.3),0.95,3,5,0.1
2,medium(0.1-0.3),0.95,3,5,0.2
2,medium(0.1-0.3),0.95,3,5,0.3
2,medium(0.1-0.3),0.95,3,10,0.1
2,medium(0.1-0.3),0.95,3,10,0.2
2,medium(0.1-0.3),0.95,3,10,0.3
2,medium(0.1-0.3),0.95,3,20,0.1
2,medium(0.1-0.3),0.95,3,20,0.2
2,medium(0.1-0.3),0.95,3,20,0.3
2,medium(0.1-0.3),0.95,5,5,0.1
2,medium(0.1-0.3),0.95,5,5,0.2
2,medium(0.1-0.3),0.95,5,5,0.3
2,medium(0.1-0.3),0.95,5,10,0.1
2,medium(0.1-0.3),0.95,5,10,0.2
2,medium(0.1-0.3),0.95,5,10,0.3
2,medium(0.1-0.3),0.95,5,20,0.1
2,medium(0.1-0.3),0.95,5,20,0.2
2,medium(0.1-0.3),0.95,5,20,0.3
2,high(>0.3),0.8,2,5,0.1
2,high(>0.3),0.8,2,5,0.2
2,high(>0.3),0.8,2,5,0.3
2,high(>0.3),0.8,2,10,0.1
2,high(>0.3),0.8,2,10,0.2
2,high(>0.3),0.8,2,10,0.3
2,high(>0.3),0.8,2,20,0.1
2,high(>0.3),0.8,2,20,0.2
2,high(>0.3),0.8,2,20,0.3
2,high(>0.3),0.8,3,5,0.1
2,high(>0.3),0.8,3,5,0.2
2,high(>0.3),0.8,3,5,0.3
2,high(>0.3),0.8,3,10,0.1
2,high(>0.3),0.8,3,10,0.2
2,high(>0.3),0.8,3,10,0.3
2,high(>0.3),0.8,3,20,0.1
2,high(>0.3),0.8,3,20,0.2
2,high(>0.3),0.8,3,20,0.3
2,high(>0.3),0.8,5,5,0.1
2,high(>0.3),0.8,5,5,0.2
2,high(>0.3),0.8,5,5,0.3
2,high(>0.3),0.8,5,10,0.1
2,high(>0.3),0.8,5,10,0.2
2,high(>0.3),0.8,5,10,0.3
2,high(>0.3),0.8,5,20,0.1
2,high(>0.3),0.8,5,20,0.2
2,high(>0.3),0.8,5,20,0.3
2,high(>0.3),0.9,2,5,0.1
2,high(>0.3),0.9,2,5,0.2
2,high(>0.3),0.9,2,5,0.3
2,high(>0.3),0.9,2,10,0.1
2,high(>0.3),0.9,2,10,0.2
2,high(>0.3),0.9,2,10,0.3
2,high(>0.3),0.9,2,20,0.1
2,high(>0.3),0.9,2,20,0.2
2,high(>0.3),0.9,2,20,0.3
2,high(>0.3),0.9,3,5,0.1
2,high(>0.3),0.9,3,5,0.2
2,high(>0.3),0.9,3,5,0.3
2,high(>0.3),0.9,3,10,0.1
2,high(>0.3),0.9,3,10,0.2
2,high(>0.3),0.9,3,10,0.3
2,high(>0.3),0.9,3,20,0.1
2,high(>0.3),0.9,3,20,0.2
2,high(>0.3),0.9,3,20,0.3
2,high(>0.3),0.9,5,5,0.1
2,high(>0.3),0.9,5,5,0.2
2,high(>0.3),0.9,5,5,0.3
2,high(>0.3),0.9,5,10,0.1
2,high(>0.3),0.9,5,10,0.2
2,high(>0.3),0.9,5,10,0.3
2,high(>0.3),0.9,5,20,0.1
2,high(>0.3),0.9,5,20,0.2
2,high(>0.3),0.9,5,20,0.3
2,high(>0.3),0.95,2,5,0.1
2,high(>0.3),0.95,2,5,0.2
2,high(>0.3),0.95,2,5,0.3
2,high(>0.3),0.95,2,10,0.1
2,high(>0.3),0.95,2,10,0.2
2,high(>0.3),0.95,2,10,0.3
2,high(>0.3),0.95,2,20,0.1
2,high(>0.3),0.95,2,20,0.2
2,high(>0.3),0.95,2,20,0.3
2,high(>0.3),0.95,3,5,0.1
2,high(>0.3),0.95,3,5,0.2
2,high(>0.3),0.95,3,5,0.3
2,high(>0.3),0.95,3,10,0.1
2,high(>0.3),0.95,3,10,0.2
2,high(>0.3),0.95,3,10,0.3
2,high(>0.3),0.95,3,20,0.1
2,high(>0.3),0.95,3,20,0.2
2,high(>0.3),0.95,3,20,0.3
2,high(>0.3),0.95,5,5,0.1
2,high(>0.3),0.95,5,5,0.2
2,high(>0.3),0.95,5,5,0.3
2,high(>0.3),0.95,5,10,0.1
2,high(>0.3),0.95,5,10,0.2
2,high(>0.3),0.95,5,10,0.3
2,high(>0.3),0.95,5,20,0.1
2,high(>0.3),0.95,5,20,0.2
2,high(>0.3),0.95,5,20,0.3
5,low(<0.1),0.8,2,5,0.1
5,low(<0.1),0.8,2,5,0.2
5,low(<0.1),0.8,2,5,0.3
5,low(<0.1),0.8,2,10,0.1
5,low(<0.1),0.8,2,10,0.2
5,low(<0.1),0.8,2,10,0.3
5,low(<0.1),0.8,2,20,0.1
5,low(<0.1),0.8,2,20,0.2
5,low(<0.1),0.8,2,20,0.3
5,low(<0.1),0.8,3,5,0.1
5,low(<0.1),0.8,3,5,0.2
5,low(<0.1),0.8,3,5,0.3
5,low(<0.1),0.8,3,10,0.1
5,low(<0.1),0.8,3,10,0.2
5,low(<0.1),0.8,3,10,0.3
5,low(<0.1),0.8,3,20,0.1
5,low(<0.1),0.8,3,20,0.2
5,low(<0.1),0.8,3,20,0.3
5,low(<0.1),0.8,5,5,0.1
5,low(<0.1),0.8,5,5,0.2
5,low(<0.1),0.8,5,5,0.3
5,low(<0.1),0.8,5,10,0.1
5,low(<0.1),0.8,5,10,0.2
5,low(<0.1),0.8,5,10,0.3
5,low(<0.1),0.8,5,20,0.1
5,low(<0.1),0.8,5,20,0.2
5,low(<0.1),0.8,5,20,0.3
5,low(<0.1),0.9,2,5,0.1
5,low(<0.1),0.9,2,5,0.2
5,low(<0.1),0.9,2,5,0.3
5,low(<0.1),0.9,2,10,0.1
5,low(<0.1),0.9,2,10,0.2
5,low(<0.1),0.9,2,10,0.3
5,low(<0.1),0.9,2,20,0.1
5,low(<0.1),0.9,2,20,0.2
5,low(<0.1),0.9,2,20,0.3
5,low(<0.1),0.9,3,5,0.1
5,low(<0.1),0.9,3,5,0.2
5,low(<0.1),0.9,3,5,0.3
5,low(<0.1),0.9,3,10,0.1
5,low(<0.1),0.9,3,10,0.2
5,low(<0.1),0.9,3,10,0.3
5,low(<0.1),0.9,3,20,0.1
5,low(<0.1),0.9,3,20,0.2
5,low(<0.1),0.9,3,20,0.3
5,low(<0.1),0.9,5,5,0.1
5,low(<0.1),0.9,5,5,0.2
5,low(<0.1),0.9,5,5,0.3
5,low(<0.1),0.9,5,10,0.1
5,low(<0.1),0.9,5,10,0.2
5,low(<0.1),0.9,5,10,0.3
5,low(<0.1),0.9,5,20,0.1
5,low(<0.1),0.9,5,20,0.2
5,low(<0.1),0.9,5,20,0.3
5,low(<0.1),0.95,2,5,0.1
5,low(<0.1),0.95,2,5,0.2
5,low(<0.1),0.95,2,5,0.3
5,low(<0.1),0.95,2,10,0.1
5,low(<0.1),0.95,2,10,0.2
5,low(<0.1),0.95,2,10,0.3
5,low(<0.1),0.95,2,20,0.1
5,low(<0.1),0.95,2,20,0.2
5,low(<0.1),0.95,2,20,0.3
5,low(<0.1),0.95,3,5,0.1
5,low(<0.1),0.95,3,5,0.2
5,low(<0.1),0.95,3,5,0.3
5,low(<0.1),0.95,3,10,0.1
5,low(<0.1),0.95,3,10,0.2
5,low(<0.1),0.95,3,10,0.3
5,low(<0.1),0.95,3,20,0.1
5,low(<0.1),0.95,3,20,0.2
5,low(<0.1),0.95,3,20,0.3
5,low(<0.1),0.95,5,5,0.1
5,low(<0.1),0.95,5,5,0.2
5,low(<0.1),0.95,5,5,0.3
5,low(<0.1),0.95,5,10,0.1
5,low(<0.1),0.95,5,10,0.2
5,low(<0.1),0.95,5,10,0.3
5,low(<0.1),0.95,5,20,0.1
5,low(<0.1),0.95,5,20,0.2
5,low(<0.1),0.95,5,20,0.3
5,medium(0.1-0.3),0.8,2,5,0.1
5,medium(0.1-0.3),0.8,2,5,0.2
5,medium(0.1-0.3),0.8,2,5,0.3
5,medium(0.1-0.3),0.8,2,10,0.1
5,medium(0.1-0.3),0.8,2,10,0.2
5,medium(0.1-0.3),0.8,2,10,0.3
5,medium(0.1-0.3),0.8,2,20,0.1
5,medium(0.1-0.3),0.8,2,20,0.2
5,medium(0.1-0.3),0.8,2,20,0.3
5,medium(0.1-0.3),0.8,3,5,0.1
5,medium(0.1-0.3),0.8,3,5,0.2
5,medium(0.1-0.3),0.8,3,5,0.3
5,medium(0.1-0.3),0.8,3,10,0.1
5,medium(0.1-0.3),0.8,3,10,0.2
5,medium(0.1-0.3),0.8,3,10,0.3
5,medium(0.1-0.3),0.8,3,20,0.1
5,medium(0.1-0.3),0.8,3,20,0.2
5,medium(0.1-0.3),0.8,3,20,0.3
5,medium(0.1-0.3),0.8,5,5,0.1
5,medium(0.1-0.3),0.8,5,5,0.2
5,medium(0.1-0.3),0.8,5,5,0.3
5,medium(0.1-0.3),0.8,5,10,0.1
5,medium(0.1-0.3),0.8,5,10,0.2
5,medium(0.1-0.3),0.8,5,10,0.3
5,medium(0.1-0.3),0.8,5,20,0.1
5,medium(0.1-0.3),0.8,5,20,0.2
5,medium(0.1-0.3),0.8,5,20,0.3
5,medium(0.1-0.3),0.9,2,5,0.1
5,medium(0.1-0.3),0.9,2,5,0.2
5,medium(0.1-0.3),0.9,2,5,0.3
5,medium(0.1-0.3),0.9,2,10,0.1
5,medium(0.1-0.3),0.9,2,10,0.2
5,medium(0.1-0.3),0.9,2,10,0.3
5,medium(0.1-0.3),0.9,2,20,0.1
5,medium(0.1-0.3),0.9,2,20,0.2
5,medium(0.1-0.3),0.9,2,20,0.3
5,medium(0.1-0.3),0.9,3,5,0.1
5,medium(0.1-0.3),0.9,3,5,0.2
5,medium(0.1-0.3),0.9,3,5,0.3
5,medium(0.1-0.3),0.9,3,10,0.1
5,medium(0.1-0.3),0.9,3,10,0.2
5,medium(0.1-0.3),0.9,3,10,0.3
5,medium(0.1-0.3),0.9,3,20,0.1
5,medium(0.1-0.3),0.9,3,20,0.2
5,medium(0.1-0.3),0.9,3,20,0.3
5,medium(0.1-0.3),0.9,5,5,0.1
5,medium(0.1-0.3),0.9,5,5,0.2
5,medium(0.1-0.3),0.9,5,5,0.3
5,medium(0.1-0.3),0.9,5,10,0.1
5,medium(0.1-0.3),0.9,5,10,0.2
5,medium(0.1-0.3),0.9,5,10,0.3
5,medium(0.1-0.3),0.9,5,20,0.1
5,medium(0.1-0.3),0.9,5,20,0.2
5,medium(0.1-0.3),0.9,5,20,0.3
5,medium(0.1-0.3),0.95,2,5,0.1
5,medium(0.1-0.3),0.95,2,5,0.2
5,medium(0.1-0.3),0.95,2,5,0.3
5,medium(0.1-0.3),0.95,2,10,0.1
5,medium(0.1-0.3),0.95,2,10,0.2
5,medium(0.1-0.3),0.95,2,10,0.3
5,medium(0.1-0.3),0.95,2,20,0.1
5,medium(0.1-0.3),0.95,2,20,0.2
5,medium(0.1-0.3),0.95,2,20,0.3
5,medium(0.1-0.3),0.95,3,5,0.1
5,medium(0.1-0.3),0.95,3,5,0.2
5,medium(0.1-0.3),0.95,3,5,0.3
5,medium(0.1-0.3),0.95,3,10,0.1
5,medium(0.1-0.3),0.95,3,10,0.2
5,medium(0.1-0.3),0.95,3,10,0.3
5,medium(0.1-0.3),0.95,3,20,0.1
5,medium(0.1-0.3),0.95,3,20,0.2
5,medium(0.1-0.3),0.95,3,20,0.3
5,medium(0.1-0.3),0.95,5,5,0.1
5,medium(0.1-0.3),0.95,5,5,0.2
5,medium(0.1-0.3),0.95,5,5,0.3
5,medium(0.1-0.3),0.95,5,10,0.1
5,medium(0.1-0.3),0.95,5,10,0.2
5,medium(0.1-0.3),0.95,5,10,0.3
5,medium(0.1-0.3),0.95,5,20,0.1
5,medium(0.1-0.3),0.95,5,20,0.2
5,medium(0.1-0.3),0.95,5,20,0.3
5,high(>0.3),0.8,2,5,0.1
5,high(>0.3),0.8,2,5,0.2
5,high(>0.3),0.8,2,5,0.3
5,high(>0.3),0.8,2,10,0.1
5,high(>0.3),0.8,2,10,0.2
5,high(>0.3),0.8,2,10,0.3
5,high(>0.3),0.8,2,20,0.1
5,high(>0.3),0.8,2,20,0.2
5,high(>0.3),0.8,2,20,0.3
5,high(>0.3),0.8,3,5,0.1
5,high(>0.3),0.8,3,5,0.2
5,high(>0.3),0.8,3,5,0.3
5,high(>0.3),0.8,3,10,0.1
5,high(>0.3),0.8,3,10,0.2
5,high(>0.3),0.8,3,10,0.3
5,high(>0.3),0.8,3,20,0.1
5,high(>0.3),0.8,3,20,0.2
5,high(>0.3),0.8,3,20,0.3
5,high(>0.3),0.8,5,5,0.1
5,high(>0.3),0.8,5,5,0.2
5,high(>0.3),0.8,5,5,0.3
5,high(>0.3),0.8,5,10,0.1
5,high(>0.3),0.8,5,10,0.2
5,high(>0.3),0.8,5,10,0.3
5,high(>0.3),0.8,5,20,0.1
5,high(>0.3),0.8,5,20,0.2
5,high(>0.3),0.8,5,20,0.3
5,high(>0.3),0.9,2,5,0.1
5,high(>0.3),0.9,2,5,0.2
5,high(>0.3),0.9,2,5,0.3
5,high(>0.3),0.9,2,10,0.1
5,high(>0.3),0.9,2,10,0.2
5,high(>0.3),0.9,2,10,0.3
5,high(>0.3),0.9,2,20,0.1
5,high(>0.3),0.9,2,20,0.2
5,high(>0.3),0.9,2,20,0.3
5,high(>0.3),0.9,3,5,0.1
5,high(>0.3),0.9,3,5,0.2
5,high(>0.3),0.9,3,5,0.3
5,high(>0.3),0.9,3,10,0.1
5,high(>0.3),0.9,3,10,0.2
5,high(>0.3),0.9,3,10,0.3
5,high(>0.3),0.9,3,20,0.1
5,high(>0.3),0.9,3,20,0.2
5,high(>0.3),0.9,3,20,0.3
5,high(>0.3),0.9,5,5,0.1
5,high(>0.3),0.9,5,5,0.2
5,high(>0.3),0.9,5,5,0.3
5,high(>0.3),0.9,5,10,0.1
5,high(>0.3),0.9,5,10,0.2
5,high(>0.3),0.9,5,10,0.3
5,high(>0.3),0.9,5,20,0.1
5,high(>0.3),0.9,5,20,0.2
5,high(>0.3),0.9,5,20,0.3
5,high(>0.3),0.95,2,5,0.1
5,high(>0.3),0.95,2,5,0.2
5,high(>0.3),0.95,2,5,0.3
5,high(>0.3),0.95,2,10,0.1
5,high(>0.3),0.95,2,10,0.2
5,high(>0.3),0.95,2,10,0.3
5,high(>0.3),0.95,2,20,0.1
5,high(>0.3),0.95,2,20,0.2
5,high(>0.3),0.95,2,20,0.3
5,high(>0.3),0.95,3,5,0.1
5,high(>0.3),0.95,3,5,0.2
5,high(>0.3),0.95,3,5,0.3
5,high(>0.3),0.95,3,10,0.1
5,high(>0.3),0.95,3,10,0.2
5,high(>0.3),0.95,3,10,0.3
5,high(>0.3),0.95,3,20,0.1
5,high(>0.3),0.95,3,20,0.2
5,high(>0.3),0.95,3,20,0.3
5,high(>0.3),0.95,5,5,0.1
5,high(>0.3),0.95,5,5,0.2
5,high(>0.3),0.95,5,5,0.3
5,high(>0.3),0.95,5,10,0.1
5,high(>0.3),0.95,5,10,0.2
5,high(>0.3),0.95,5,10,0.3
5,high(>0.3),0.95,5,20,0.1
5,high(>0.3),0.95,5,20,0.2
5,high(>0.3),0.95,5,20,0.3
10,low(<0.1),0.8,2,5,0.1
10,low(<0.1),0.8,2,5,0.2
10,low(<0.1),0.8,2,5,0.3
10,low(<0.1),0.8,2,10,0.1
10,low(<0.1),0.8,2,10,0.2
10,low(<0.1),0.8,2,10,0.3
10,low(<0.1),0.8,2,20,0.1
10,low(<0.1),0.8,2,20,0.2
10,low(<0.1),0.8,2,20,0.3
10,low(<0.1),0.8,3,5,0.1
10,low(<0.1),0.8,3,5,0.2
10,low(<0.1),0.8,3,5,0.3
10,low(<0.1),0.8,3,10,0.1
10,low(<0.1),0.8,3,10,0.2
10,low(<0.1),0.8,3,10,0.3
10,low(<0.1),0.8,3,20,0.1
10,low(<0.1),0.8,3,20,0.2
10,low(<0.1),0.8,3,20,0.3
10,low(<0.1),0.8,5,5,0.1
10,low(<0.1),0.8,5,5,0.2
10,low(<0.1),0.8,5,5,0.3
10,low(<0.1),0.8,5,10,0.1
10,low(<0.1),0.8,5,10,0.2
10,low(<0.1),0.8,5,10,0.3
10,low(<0.1),0.8,5,20,0.1
10,low(<0.1),0.8,5,20,0.2
10,low(<0.1),0.8,5,20,0.3
10,low(<0.1),0.9,2,5,0.1
10,low(<0.1),0.9,2,5,0.2
10,low(<0.1),0.9,2,5,0.3
10,low(<0.1),0.9,2,10,0.1
10,low(<0.1),0.9,2,10,0.2
10,low(<0.1),0.9,2,10,0.3
10,low(<0.1),0.9,2,20,0.1
10,low(<0.1),0.9,2,20,0.2
10,low(<0.1),0.9,2,20,0.3
10,low(<0.1),0.9,3,5,0.1
10,low(<0.1),0.9,3,5,0.2
10,low(<0.1),0.9,3,5,0.3
10,low(<0.1),0.9,3,10,0.1
10,low(<0.1),0.9,3,10,0.2
10,low(<0.1),0.9,3,10,0.3
10,low(<0.1),0.9,3,20,0.1
10,low(<0.1),0.9,3,20,0.2
10,low(<0.1),0.9,3,20,0.3
10,low(<0.1),0.9,5,5,0.1
10,low(<0.1),0.9,5,5,0.2
10,low(<0.1),0.9,5,5,0.3
10,low(<0.1),0.9,5,10,0.1
10,low(<0.1),0.9,5,10,0.2
10,low(<0.1),0.9,5,10,0.3
10,low(<0.1),0.9,5,20,0.1
10,low(<0.1),0.9,5,20,0.2
10,low(<0.1),0.9,5,20,0.3
10,low(<0.1),0.95,2,5,0.1
10,low(<0.1),0.95,2,5,0.2
10,low(<0.1),0.95,2,5,0.3
10,low(<0.1),0.95,2,10,0.1
10,low(<0.1),0.95,2,10,0.2
10,low(<0.1),0.95,2,10,0.3
10,low(<0.1),0.95,2,20,0.1
10,low(<0.1),0.95,2,20,0.2
10,low(<0.1),0.95,2,20,0.3
10,low(<0.1),0.95,3,5,0.1
10,low(<0.1),0.95,3,5,0.2
10,low(<0.1),0.95,3,5,0.3
10,low(<0.1),0.95,3,10,0.1
10,low(<0.1),0.95,3,10,0.2
10,low(<0.1),0.95,3,10,0.3
10,low(<0.1),0.95,3,20,0.1
10,low(<0.1),0.95,3,20,0.2
10,low(<0.1),0.95,3,20,0.3
10,low(<0.1),0.95,5,5,0.1
10,low(<0.1),0.95,5,5,0.2
10,low(<0.1),0.95,5,5,0.3
10,low(<0.1),0.95,5,10,0.1
10,low(<0.1),0.95,5,10,0.2
10,low(<0.1),0.95,5,10,0.3
10,low(<0.1),0.95,5,20,0.1
10,low(<0.1),0.95,5,20,0.2
10,low(<0.1),0.95,5,20,0.3
10,medium(0.1-0.3),0.8,2,5,0.1
10,medium(0.1-0.3),0.8,2,5,0.2
10,medium(0.1-0.3),0.8,2,5,0.3
10,medium(0.1-0.3),0.8,2,10,0.1
10,medium(0.1-0.3),0.8,2,10,0.2
10,medium(0.1-0.3),0.8,2,10,0.3
10,medium(0.1-0.3),0.8,2,20,0.1
10,medium(0.1-0.3),0.8,2,20,0.2
10,medium(0.1-0.3),0.8,2,20,0.3
10,medium(0.1-0.3),0.8,3,5,0.1
10,medium(0.1-0.3),0.8,3,5,0.2
10,medium(0.1-0.3),0.8,3,5,0.3
10,medium(0.1-0.3),0.8,3,10,0.1
10,medium(0.1-0.3),0.8,3,10,0.2
10,medium(0.1-0.3),0.8,3,10,0.3
10,medium(0.1-0.3),0.8,3,20,0.1
10,medium(0.1-0.3),0.8,3,20,0.2
10,medium(0.1-0.3),0.8,3,20,0.3
10,medium(0.1-0.3),0.8,5,5,0.1
10,medium(0.1-0.3),0.8,5,5,0.2
10,medium(0.1-0.3),0.8,5,5,0.3
10,medium(0.1-0.3),0.8,5,10,0.1
10,medium(0.1-0.3),0.8,5,10,0.2
10,medium(0.1-0.3),0.8,5,10,0.3
10,medium(0.1-0.3),0.8,5,20,0.1
10,medium(0.1-0.3),0.8,5,20,0.2
10,medium(0.1-0.3),0.8,5,20,0.3
10,medium(0.1-0.3),0.9,2,5,0.1
10,medium(0.1-0.3),0.9,2,5,0.2
10,medium(0.1-0.3),0.9,2,5,0.3
10,medium(0.1-0.3),0.9,2,10,0.1
10,medium(0.1-0.3),0.9,2,10,0.2
10,medium(0.1-0.3),0.9,2,10,0.3
10,medium(0.1-0.3),0.9,2,20,0.1
10,medium(0.1-0.3),0.9,2,20,0.2
10,medium(0.1-0.3),0.9,2,20,0.3
10,medium(0.1-0.3),0.9,3,5,0.1
10,medium(0.1-0.3),0.9,3,5,0.2
10,medium(0.1-0.3),0.9,3,5,0.3
10,medium(0.1-0.3),0.9,3,10,0.1
10,medium(0.1-0.3),0.9,3,10,0.2
10,medium(0.1-0.3),0.9,3,10,0.3
10,medium(0.1-0.3),0.9,3,20,0.1
10,medium(0.1-0.3),0.9,3,20,0.2
10,medium(0.1-0.3),0.9,3,20,0.3
10,medium(0.1-0.3),0.9,5,5,0.1
10,medium(0.1-0.3),0.9,5,5,0.2
10,medium(0.1-0.3),0.9,5,5,0.3
10,medium(0.1-0.3),0.9,5,10,0.1
10,medium(0.1-0.3),0.9,5,10,0.2
10,medium(0.1-0.3),0.9,5,10,0.3
10,medium(0.1-0.3),0.9,5,20,0.1
10,medium(0.1-0.3),0.9,5,20,0.2
10,medium(0.1-0.3),0.9,5,20,0.3
10,medium(0.1-0.3),0.95,2,5,0.1
10,medium(0.1-0.3),0.95,2,5,0.2
10,medium(0.1-0.3),0.95,2,5,0.3
10,medium(0.1-0.3),0.95,2,10,0.1
10,medium(0.1-0.3),0.95,2,10,0.2
10,medium(0.1-0.3),0.95,2,10,0.3
10,medium(0.1-0.3),0.95,2,20,0.1
10,medium(0.1-0.3),0.95,2,20,0.2
10,medium(0.1-0.3),0.95,2,20,0.3
10,medium(0.1-0.3),0.95,3,5,0.1
10,medium(0.1-0.3),0.95,3,5,0.2
10,medium(0.1-0.3),0.95,3,5,0.3
10,medium(0.1-0.3),0.95,3,10,0.1
10,medium(0.1-0.3),0.95,3,10,0.2
10,medium(0.1-0.3),0.95,3,10,0.3
10,medium(0.1-0.3),0.95,3,20,0.1
10,medium(0.1-0.3),0.95,3,20,0.2
10,medium(0.1-0.3),0.95,3,20,0.3
10,medium(0.1-0.3),0.95,5,5,0.1
10,medium(0.1-0.3),0.95,5,5,0.2
10,medium(0.1-0.3),0.95,5,5,0.3
10,medium(0.1-0.3),0.95,5,10,0.1
10,medium(0.1-0.3),0.95,5,10,0.2
10,medium(0.1-0.3),0.95,5,10,0.3
10,medium(0.1-0.3),0.95,5,20,0.1
10,medium(0.1-0.3),0.95,5,20,0.2
10,medium(0.1-0.3),0.95,5,20,0.3
10,high(>0.3),0.8,2,5,0.1
10,high(>0.3),0.8,2,5,0.2
10,high(>0.3),0.8,2,5,0.3
10,high(>0.3),0.8,2,10,0.1
10,high(>0.3),0.8,2,10,0.2
10,high(>0.3),0.8,2,10,0.3
10,high(>0.3),0.8,2,20,0.1
10,high(>0.3),0.8,2,20,0.2
10,high(>0.3),0.8,2,20,0.3
10,high(>0.3),0.8,3,5,0.1
10,high(>0.3),0.8,3,5,0.2
10,high(>0.3),0.8,3,5,0.3
10,high(>0.3),0.8,3,10,0.1
10,high(>0.3),0.8,3,10,0.2
10,high(>0.3),0.8,3,10,0.3
10,high(>0.3),0.8,3,20,0.1
10,high(>0.3),0.8,3,20,0.2
10,high(>0.3),0.8,3,20,0.3
10,high(>0.3),0.8,5,5,0.1
10,high(>0.3),0.8,5,5,0.2
10,high(>0.3),0.8,5,5,0.3
10,high(>0.3),0.8,5,10,0.1
10,high(>0.3),0.8,5,10,0.2
10,high(>0.3),0.8,5,10,0.3
10,high(>0.3),0.8,5,20,0.1
10,high(>0.3),0.8,5,20,0.2
10,high(>0.3),0.8,5,20,0.3
10,high(>0.3),0.9,2,5,0.1
10,high(>0.3),0.9,2,5,0.2
10,high(>0.3),0.9,2,5,0.3
10,high(>0.3),0.9,2,10,0.1
10,high(>0.3),0.9,2,10,0.2
10,high(>0.3),0.9,2,10,0.3
10,high(>0.3),0.9,2,20,0.1
10,high(>0.3),0.9,2,20,0.2
10,high(>0.3),0.9,2,20,0.3
10,high(>0.3),0.9,3,5,0.1
10,high(>0.3),0.9,3,5,0.2
10,high(>0.3),0.9,3,5,0.3
10,high(>0.3),0.9,3,10,0.1
10,high(>0.3),0.9,3,10,0.2
10,high(>0.3),0.9,3,10,0.3
10,high(>0.3),0.9,3,20,0.1
10,high(>0.3),0.9,3,20,0.2
10,high(>0.3),0.9,3,20,0.3
10,high(>0.3),0.9,5,5,0.1
10,high(>0.3),0.9,5,5,0.2
10,high(>0.3),0.9,5,5,0.3
10,high(>0.3),0.9,5,10,0.1
10,high(>0.3),0.9,5,10,0.2
10,high(>0.3),0.9,5,10,0.3
10,high(>0.3),0.9,5,20,0.1
10,high(>0.3),0.9,5,20,0.2
10,high(>0.3),0.9,5,20,0.3
10,high(>0.3),0.95,2,5,0.1
10,high(>0.3),0.95,2,5,0.2
10,high(>0.3),0.95,2,5,0.3
10,high(>0.3),0.95,2,10,0.1
10,high(>0.3),0.95,2,10,0.2
10,high(>0.3),0.95,2,10,0.3
10,high(>0.3),0.95,2,20,0.1
10,high(>0.3),0.95,2,20,0.2
